ride_id,distance_km,duration_min,booking_time,hours,day_of_week,months,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,weather,traffic_level,available_drivers,area_demand,vehicle_types,user_rating,user_previous_rides,base_price,constrained_price
R002854,3.9,23.0,2025-03-01 01:53:03.337967,1,5,3,21.03916498859847,105.80457604521919,20.99650246860776,105.8166258576585,rainy,4,19,47,motorbike,4.3,19,39000.0,49000.0
R002855,2.9,16.0,2025-03-10 09:33:10.337967,9,0,3,21.003137003227945,105.84171817949628,20.988864014267573,105.81759381834279,heavy_rain,8,20,58,motorbike,4.6,30,29000.0,58000.0
R002856,2.9,14.0,2025-02-17 19:05:58.337967,19,0,2,21.018955087148694,105.7830443702796,21.010398786165066,105.78716414449143,heavy_rain,6,12,46,motorbike,4.6,3,29000.0,64000.0
R002857,3.8,17.0,2025-03-09 18:52:53.337967,18,6,3,21.003220562538157,105.77099278249013,21.02278202081844,105.82083105132176,rainy,8,24,51,4_seater_car,4.0,107,76000.0,113000.0
R002858,4.0,25.0,2025-02-13 00:45:03.337967,0,3,2,20.980696781216118,105.82144492301325,21.02278398760848,105.8090512755865,sunny,3,18,27,4_seater_car,3.7,40,80000.0,76000.0
R002859,3.0,14.0,2025-02-19 05:57:23.337967,5,2,2,21.032852521400706,105.83660886051841,20.99862261444722,105.81888057967028,sunny,4,26,52,4_seater_car,3.7,59,60000.0,57000.0
R002860,4.5,25.0,2025-02-27 09:54:58.337967,9,3,2,21.00512798580398,105.83348593415472,21.067328215456794,105.77143276137535,sunny,5,13,43,motorbike,3.7,4,45000.0,64000.0
R002861,4.8,24.0,2025-03-08 07:04:03.337967,7,5,3,21.01553791119328,105.80322844791623,20.986648403973213,105.80056081609321,rainy,7,19,56,motorbike,4.6,7,48000.0,79000.0
R002862,3.4,15.0,2025-02-14 15:26:33.337967,15,4,2,20.99797562796152,105.83709836717634,21.03604326081119,105.77828970832525,sunny,5,19,56,4_seater_car,4.6,40,68000.0,71000.0
R002863,14.1,59.0,2025-02-13 08:59:26.337967,8,3,2,21.05996400260664,105.8000820876998,20.982454073431338,105.77627588633162,rainy,6,24,65,motorbike,4.7,9,141000.0,226000.0
R002864,5.3,30.0,2025-02-13 19:51:27.337967,19,3,2,21.074363716066234,105.79029658823056,20.994034790543804,105.80005961823011,rainy,4,25,50,4_seater_car,3.8,0,106000.0,159000.0
R002865,4.8,22.0,2025-02-10 18:04:23.337967,18,0,2,21.0170051191448,105.811395355431,21.033267435943372,105.81691977708833,sunny,9,24,43,luxury_car,4.1,55,288000.0,363000.0
R002866,3.2,14.0,2025-03-02 12:05:21.337967,12,6,3,21.05928760755837,105.75895403707662,20.98934785401859,105.75947120144114,rainy,3,24,72,motorbike,4.1,4,32000.0,42000.0
R002867,4.8,22.0,2025-02-14 08:22:26.337967,8,4,2,21.074170842118132,105.83457722487474,20.990917279916847,105.81510133413511,sunny,8,15,68,motorbike,4.5,0,48000.0,77000.0
R002868,5.1,24.0,2025-02-18 19:39:24.337967,19,1,2,21.038219976447515,105.76340340569227,21.03274824872792,105.75397585961254,sunny,6,18,51,4_seater_car,4.6,7,102000.0,138000.0
R002869,4.5,22.0,2025-02-20 16:48:55.337967,16,3,2,20.980587683804483,105.77891027773587,21.071924160321583,105.80605844082594,sunny,4,26,65,motorbike,4.9,23,45000.0,45000.0
R002870,9.1,45.0,2025-03-09 23:53:54.337967,23,6,3,20.98314514192033,105.75348442330075,20.9919719633688,105.77716552920613,sunny,4,17,59,7_seater_car,4.4,20,273000.0,313000.0
R002871,1.9,8.0,2025-02-28 23:23:14.337967,23,4,2,20.995283533966166,105.77246442188718,20.995795141035885,105.82766013877989,rainy,5,19,75,motorbike,5.0,4,19000.0,27000.0
R002872,3.7,18.0,2025-02-26 20:15:44.337967,20,2,2,21.02045540099317,105.81732706962623,21.010683293954376,105.79503721513264,rainy,3,8,60,7_seater_car,5.0,12,111000.0,200000.0
R002873,6.4,37.0,2025-02-25 02:39:49.337967,2,1,2,21.040941747311315,105.75680094963491,21.00523758360157,105.84632079802694,rainy,4,14,55,motorbike,4.2,22,64000.0,87000.0
R002874,2.9,13.0,2025-02-21 05:39:39.337967,5,4,2,21.00775117865723,105.83449340855627,21.039712450482032,105.768956945255,rainy,3,18,44,luxury_car,4.2,16,174000.0,218000.0
R002875,2.1,11.0,2025-02-10 17:06:06.337967,17,0,2,20.986895735512324,105.8202020400494,21.072969568578273,105.78204484483734,rainy,6,19,57,motorbike,4.8,25,21000.0,33000.0
R002876,3.5,15.0,2025-02-25 07:49:46.337967,7,1,2,21.02331937740593,105.82329385215931,21.039102680352066,105.81186115340354,rainy,6,20,40,4_seater_car,4.2,11,70000.0,105000.0
R002877,7.6,35.0,2025-02-10 19:11:24.337967,19,0,2,21.006415081352976,105.76058431758145,21.02721096782993,105.8053521999709,rainy,7,7,67,4_seater_car,4.1,9,152000.0,342000.0
R002878,2.9,16.0,2025-02-19 01:14:03.337967,1,2,2,21.057019551475037,105.75790696522812,20.998866592388985,105.77266709433127,sunny,6,31,38,motorbike,4.3,1,29000.0,29000.0
R002879,3.8,15.0,2025-03-08 18:35:49.337967,18,5,3,21.03391413848663,105.8001726609672,20.997009126283864,105.79927966998724,rainy,6,17,62,luxury_car,4.6,44,228000.0,378000.0
R002880,5.5,33.0,2025-03-09 07:46:32.337967,7,6,3,20.98203763233364,105.76267181910339,21.069555995454138,105.7619119789082,rainy,7,17,50,7_seater_car,4.6,42,165000.0,257000.0
R002881,3.4,14.0,2025-02-22 06:34:56.337967,6,5,2,21.038523957321818,105.80223598916754,21.008988078275248,105.81421809201993,sunny,4,14,60,4_seater_car,3.5,11,68000.0,84000.0
R002882,3.6,14.0,2025-02-14 23:01:07.337967,23,4,2,21.055197279529523,105.76300093649455,20.989716803046704,105.78171867805635,sunny,4,12,62,7_seater_car,4.2,35,108000.0,135000.0
R002883,3.2,15.0,2025-03-05 15:46:23.337967,15,2,3,21.017614713011113,105.81377020903243,21.01975935271354,105.78182018564561,rainy,5,24,58,4_seater_car,5.0,19,64000.0,80000.0
R002884,3.4,16.0,2025-03-11 17:33:56.337967,17,1,3,21.079414245105305,105.80926272316934,20.986368374185652,105.75201737475602,rainy,7,20,52,motorbike,5.0,5,34000.0,54000.0
R002885,2.5,11.0,2025-03-02 07:06:49.337967,7,6,3,21.059339758215394,105.77150195299424,21.014661664828914,105.8180498804573,sunny,5,19,62,7_seater_car,4.5,3,75000.0,106000.0
R002886,3.9,20.0,2025-03-09 22:16:52.337967,22,6,3,20.980341806998368,105.8432944920451,21.007836059949536,105.76234515340185,sunny,4,20,33,motorbike,4.6,1,39000.0,39000.0
R002887,7.6,33.0,2025-02-13 14:34:57.337967,14,3,2,21.050207572675273,105.75238562191775,21.07525054090265,105.84282053103783,sunny,6,21,71,7_seater_car,4.4,21,228000.0,247000.0
R002888,9.9,50.0,2025-02-14 13:59:26.337967,13,4,2,21.019845216079165,105.8245997475199,21.036645076035146,105.82030384009468,sunny,3,22,64,4_seater_car,5.0,6,198000.0,216000.0
R002889,8.4,44.0,2025-02-10 18:55:26.337967,18,0,2,21.070768957343823,105.79295795132106,21.023064288742304,105.8338520888693,sunny,7,15,36,4_seater_car,4.1,45,168000.0,207000.0
R002890,4.8,20.0,2025-02-10 21:21:16.337967,21,0,2,20.982333200022012,105.7755603619465,20.993973019501794,105.83973925394436,sunny,5,23,71,4_seater_car,5.0,38,96000.0,101000.0
R002891,10.3,55.0,2025-03-02 19:57:26.337967,19,6,3,21.036459639361055,105.75403622663038,21.021712849627527,105.83252568499867,sunny,7,18,24,4_seater_car,5.0,25,206000.0,245000.0
R002892,14.2,74.0,2025-03-04 19:32:52.337967,19,1,3,20.989340044176846,105.77951784621204,21.06942841712514,105.75648146145599,sunny,6,11,62,motorbike,5.0,19,142000.0,242000.0
R002893,4.9,28.0,2025-02-19 09:43:09.337967,9,2,2,21.079611553502698,105.78097485118708,20.983736203140822,105.76581367415223,rainy,7,21,39,7_seater_car,4.4,52,147000.0,209000.0
R002894,2.7,13.0,2025-02-12 17:27:09.337967,17,2,2,21.044072718898594,105.76333621826826,21.05617423698188,105.78948055312722,sunny,6,12,53,7_seater_car,4.7,37,81000.0,119000.0
R002895,8.6,38.0,2025-02-19 02:25:50.337967,2,2,2,21.069782929470612,105.75790723564174,21.019634063128187,105.80893752045682,rainy,4,14,57,4_seater_car,5.0,6,172000.0,249000.0
R002896,2.5,14.0,2025-02-23 13:35:33.337967,13,6,2,21.008949308435863,105.79034783418777,21.064370548750933,105.76083325063567,rainy,5,24,67,motorbike,4.8,5,25000.0,32000.0
R002897,2.9,14.0,2025-02-27 01:14:02.337967,1,3,2,21.076829885835554,105.81305262752014,21.02212544250044,105.83671054605608,rainy,4,16,50,4_seater_car,3.6,0,58000.0,77000.0
R002898,1.6,9.0,2025-02-16 17:22:19.337967,17,6,2,21.03718511637733,105.81970598698845,20.990071995072515,105.83287672564272,sunny,7,13,48,motorbike,4.5,13,16000.0,23000.0
R002899,6.4,33.0,2025-03-06 09:12:33.337967,9,3,3,21.071445599346397,105.75881790878137,21.00254216652157,105.79079756956588,sunny,9,15,36,motorbike,4.1,12,64000.0,88000.0
R002900,1.4,7.0,2025-03-02 13:21:08.337967,13,6,3,21.031009593447788,105.84056205801491,21.07987860520173,105.82461042994014,heavy_rain,2,15,52,7_seater_car,4.7,5,42000.0,72000.0
R002901,7.4,33.0,2025-02-19 14:26:25.337967,14,2,2,21.07230937889783,105.84474869486688,20.980202463668025,105.75119632608043,rainy,4,31,30,4_seater_car,4.6,67,148000.0,160000.0
R002902,11.1,53.0,2025-02-10 07:47:20.337967,7,0,2,21.007042448303906,105.75580150243087,21.042050212108524,105.79457186175634,rainy,4,18,64,7_seater_car,4.0,15,333000.0,577000.0
R002903,10.6,56.0,2025-02-19 11:30:06.337967,11,2,2,21.003458990157863,105.82909213963575,20.99718528073322,105.82662059429846,sunny,5,23,53,4_seater_car,4.9,3,212000.0,218000.0
R002904,2.4,10.0,2025-02-26 13:39:04.337967,13,2,2,21.077301509591873,105.80814910661178,21.062533136870123,105.75994396651721,sunny,5,25,56,motorbike,4.5,37,24000.0,23000.0
R002905,1.8,8.0,2025-03-11 03:24:51.337967,3,1,3,21.010451690341508,105.81903153920447,21.050033027074402,105.76165425095893,sunny,5,20,65,motorbike,4.4,11,18000.0,20000.0
R002906,3.3,14.0,2025-02-27 18:37:08.337967,18,3,2,21.071683385367187,105.84495144109505,20.983171892852035,105.83107603264077,sunny,7,24,61,7_seater_car,4.4,28,99000.0,124000.0
R002907,7.0,30.0,2025-02-26 04:46:57.337967,4,2,2,20.993773783106676,105.76221561815551,21.050028529573613,105.75808454908135,sunny,3,24,69,motorbike,4.5,8,70000.0,76000.0
R002908,8.2,37.0,2025-02-10 01:05:22.337967,1,0,2,21.001080320124032,105.76845595386378,21.07065143977285,105.75059108560346,sunny,4,22,41,motorbike,4.6,1,82000.0,82000.0
R002909,6.2,29.0,2025-03-07 14:47:35.337967,14,4,3,21.03614820998254,105.80929224723438,21.061882557622322,105.77173964353689,sunny,4,20,51,motorbike,4.8,94,62000.0,59000.0
R002910,5.8,29.0,2025-02-14 08:34:31.337967,8,4,2,21.074938939148012,105.75690217211785,21.01038844128576,105.77455960537374,rainy,9,23,39,motorbike,4.4,35,58000.0,88000.0
R002911,14.6,75.0,2025-03-04 18:12:24.337967,18,1,3,21.001678443143334,105.76671499041998,20.998596391261188,105.82748479328791,rainy,9,7,33,4_seater_car,4.7,5,292000.0,590000.0
R002912,3.5,19.0,2025-02-17 07:40:00.337967,7,0,2,21.076521632678507,105.82725959322012,21.005022859194256,105.7750103921878,sunny,9,18,44,4_seater_car,4.9,36,70000.0,92000.0
R002913,3.0,17.0,2025-03-03 08:53:20.337967,8,0,3,21.053238387235456,105.78301077412439,21.05985192097456,105.7514538933333,heavy_rain,10,17,52,7_seater_car,5.0,33,90000.0,193000.0
R002914,2.5,14.0,2025-03-05 08:11:16.337967,8,2,3,21.017523131883642,105.78839116546249,21.012858449693653,105.82174693605721,rainy,8,18,62,4_seater_car,4.1,32,50000.0,84000.0
R002915,5.6,26.0,2025-03-11 09:29:43.337967,9,1,3,21.003862422282605,105.8152679610601,21.028379884100556,105.83540003094795,sunny,8,24,51,4_seater_car,4.0,5,112000.0,146000.0
R002916,4.1,20.0,2025-02-25 04:34:48.337967,4,1,2,21.068146552078804,105.77539332764547,20.985969162894996,105.80390181685249,sunny,4,19,59,motorbike,3.9,3,41000.0,46000.0
R002917,6.8,31.0,2025-02-28 18:10:09.337967,18,4,2,21.01361250391914,105.821094192361,20.98058806361907,105.81883691065893,sunny,7,14,84,motorbike,4.3,14,68000.0,119000.0
R002918,3.6,18.0,2025-02-18 10:45:57.337967,10,1,2,21.068597016867432,105.83730230972363,21.003689910296558,105.7903697191563,rainy,4,8,34,motorbike,4.9,24,36000.0,50000.0
R002919,6.1,29.0,2025-02-22 19:19:59.337967,19,5,2,20.987263313368484,105.76302096541872,21.003661860001674,105.83837362666863,sunny,9,17,61,4_seater_car,3.6,12,122000.0,187000.0
R002920,3.7,16.0,2025-02-10 07:07:41.337967,7,0,2,20.992000200235875,105.78509652518674,20.98297961556864,105.77626156604248,sunny,7,23,40,motorbike,4.1,10,37000.0,46000.0
R002921,4.1,23.0,2025-03-04 07:17:18.337967,7,1,3,21.037445164988426,105.75276583696179,21.013336181909757,105.82860557425148,sunny,6,17,67,4_seater_car,4.0,12,82000.0,122000.0
R002922,4.3,25.0,2025-02-26 08:20:54.337967,8,2,2,20.981977205819728,105.77756983202835,20.999395804950186,105.78524187486437,rainy,7,19,63,4_seater_car,4.5,61,86000.0,131000.0
R002923,1.9,8.0,2025-03-10 18:59:25.337967,18,0,3,20.98723383005243,105.7927183484162,21.027048368635235,105.75961217411145,sunny,6,18,29,luxury_car,5.0,51,114000.0,128000.0
R002924,4.2,21.0,2025-03-07 17:41:19.337967,17,4,3,21.079825173435626,105.75265057517569,21.031858503066246,105.82357044861368,sunny,7,21,44,motorbike,4.0,55,42000.0,50000.0
R002925,5.9,26.0,2025-02-27 13:32:33.337967,13,3,2,21.0466557716742,105.76638645009736,21.022705981827986,105.78973549630062,sunny,2,21,85,motorbike,5.0,7,59000.0,71000.0
R002926,2.7,13.0,2025-02-24 17:58:39.337967,17,0,2,21.071436490245244,105.75474969071729,21.078450772059337,105.84135946476869,sunny,7,18,31,motorbike,5.0,0,27000.0,34000.0
R002927,11.6,53.0,2025-02-25 12:48:38.337967,12,1,2,20.997302168531288,105.8375694841024,20.994664579117106,105.7905299316242,sunny,3,12,30,7_seater_car,4.9,74,348000.0,329000.0
R002928,4.5,20.0,2025-02-18 09:44:53.337967,9,1,2,21.000357184503546,105.80401774110707,21.07312990952014,105.78444903999859,sunny,8,14,61,4_seater_car,4.2,1,90000.0,143000.0
R002929,3.3,16.0,2025-02-25 20:39:22.337967,20,1,2,21.023432854542012,105.7895211209345,21.001231708712226,105.83908222612962,sunny,3,20,49,luxury_car,3.6,56,198000.0,197000.0
R002930,3.2,13.0,2025-03-08 07:30:16.337967,7,5,3,21.05447015021767,105.7961537504224,21.019077982129584,105.76023188088774,sunny,5,24,33,motorbike,4.7,13,32000.0,40000.0
R002931,8.9,41.0,2025-02-21 11:28:25.337967,11,4,2,20.998478750099622,105.78517920175308,20.998764693641967,105.77915730666385,sunny,3,19,60,motorbike,4.9,17,89000.0,99000.0
R002932,3.0,23.0,2025-02-22 15:06:12.337967,15,5,2,20.995591797874024,105.83200845187929,20.985811038641007,105.79466372243073,sunny,3,20,63,4_seater_car,4.5,1,60000.0,67000.0
R002933,5.2,22.0,2025-02-18 11:34:57.337967,11,1,2,21.008596041967845,105.79047299660738,21.069404392813393,105.79579723701204,sunny,5,17,25,motorbike,5.0,50,52000.0,49000.0
R002934,7.0,32.0,2025-03-03 05:45:09.337967,5,0,3,21.02354435775953,105.79198993527444,20.99447927198584,105.80586981992344,sunny,4,20,81,7_seater_car,3.2,3,210000.0,253000.0
R002935,5.9,29.0,2025-02-18 18:30:39.337967,18,1,2,21.014342534340194,105.76133776523143,21.05535299196935,105.7717203959216,sunny,6,19,68,motorbike,4.6,42,59000.0,81000.0
R002936,3.4,16.0,2025-03-08 19:18:56.337967,19,5,3,21.055100755616483,105.7981751928988,21.00998881596306,105.77649116659772,sunny,6,22,57,4_seater_car,5.0,4,68000.0,90000.0
R002937,6.8,30.0,2025-02-11 16:06:14.337967,16,1,2,21.00606353365367,105.79608171027425,20.999103551729743,105.8214430281817,sunny,4,11,37,motorbike,5.0,4,68000.0,77000.0
R002938,4.8,26.0,2025-02-12 07:31:50.337967,7,2,2,21.063411229758238,105.75804272559972,21.054440371878588,105.80066747720099,heavy_rain,6,13,42,motorbike,4.2,3,48000.0,101000.0
R002939,1.9,9.0,2025-02-22 08:28:54.337967,8,5,2,21.019887409491144,105.8212264512075,21.00610136921937,105.76847643392269,heavy_rain,8,19,37,4_seater_car,4.3,3,38000.0,73000.0
R002940,8.3,38.0,2025-02-19 19:17:41.337967,19,2,2,21.07188553221341,105.78288313969733,21.00119316230541,105.81032057652473,sunny,8,21,31,4_seater_car,5.0,22,166000.0,203000.0
R002941,3.3,17.0,2025-02-11 18:38:22.337967,18,1,2,21.05317702785153,105.78916924748916,21.00671758315751,105.78211003884746,sunny,5,12,56,7_seater_car,4.4,0,99000.0,157000.0
R002942,4.1,19.0,2025-02-26 00:37:49.337967,0,2,2,21.055015706760347,105.76936976873225,21.02022800955592,105.84640941321582,heavy_rain,4,11,47,motorbike,4.7,32,41000.0,72000.0
R002943,5.2,23.0,2025-02-18 06:33:56.337967,6,1,2,21.071723704816463,105.84194448047546,20.985418431985934,105.8434367708681,rainy,5,25,63,7_seater_car,4.2,26,156000.0,187000.0
R002944,3.4,17.0,2025-02-27 08:23:43.337967,8,3,2,20.99862247049814,105.82536662227352,20.99914907395757,105.7888813319276,rainy,8,18,61,motorbike,4.0,10,34000.0,60000.0
R002945,6.5,28.0,2025-02-22 14:02:17.337967,14,5,2,20.999601722694607,105.79298910655736,20.994467303126907,105.78385167708628,rainy,4,20,57,motorbike,4.8,35,65000.0,80000.0
R002946,2.6,15.0,2025-02-21 10:14:31.337967,10,4,2,21.0224969261834,105.78127656606014,21.05719361014871,105.75147559373552,heavy_rain,5,19,51,motorbike,4.3,23,26000.0,40000.0
R002947,3.4,19.0,2025-03-10 08:08:23.337967,8,0,3,21.07334844556751,105.80228259944826,21.06021330407423,105.76882743301258,sunny,8,10,40,motorbike,4.4,70,34000.0,50000.0
R002948,8.3,42.0,2025-03-05 15:06:17.337967,15,2,3,21.01506629781263,105.8467994206949,21.03390869481972,105.78590805956709,sunny,5,24,60,motorbike,4.5,21,83000.0,83000.0
R002949,4.5,20.0,2025-03-11 18:26:19.337967,18,1,3,21.079859830065544,105.81892491083553,21.06084414435413,105.76940033061713,sunny,8,24,56,motorbike,4.2,19,45000.0,60000.0
R002950,2.6,11.0,2025-02-25 11:11:16.337967,11,1,2,20.981368735123088,105.84147206000146,21.010372240068882,105.82644184611844,rainy,3,23,47,motorbike,3.8,2,26000.0,31000.0
R002951,4.7,18.0,2025-02-14 18:14:32.337967,18,4,2,21.022980749669987,105.83827444661267,21.005913709438953,105.8029753758658,rainy,8,12,46,7_seater_car,4.4,44,141000.0,245000.0
R002952,5.5,31.0,2025-02-22 17:09:43.337967,17,5,2,21.016553805632235,105.81854459351403,21.033684647821,105.82361248787169,sunny,7,15,50,4_seater_car,4.4,19,110000.0,156000.0
R002953,2.0,9.0,2025-02-27 00:27:10.337967,0,3,2,21.023718797803696,105.82795768931027,21.030792325482945,105.76153480555718,sunny,4,10,35,motorbike,4.2,12,20000.0,23000.0
R002954,10.2,51.0,2025-02-10 22:14:01.337967,22,0,2,21.042975764454198,105.78692837934992,20.98171547834725,105.83460230339465,rainy,6,24,69,motorbike,4.5,0,102000.0,133000.0
R002955,11.0,54.0,2025-03-04 21:04:07.337967,21,1,3,21.078069244605405,105.80256246798344,21.011788699655398,105.77135642888258,sunny,4,28,24,luxury_car,5.0,13,660000.0,660000.0
R002956,4.8,20.0,2025-02-13 04:41:03.337967,4,3,2,21.005412226057775,105.8337579871319,20.995568915601243,105.84304307646654,rainy,6,15,52,4_seater_car,3.4,17,96000.0,132000.0
R002957,4.1,19.0,2025-03-10 19:19:11.337967,19,0,3,21.022596868731373,105.81564274614166,21.022326629661784,105.84971679498341,rainy,7,25,53,4_seater_car,3.3,24,82000.0,118000.0
R002958,4.5,19.0,2025-02-20 17:39:40.337967,17,3,2,21.0172579723197,105.78767728724998,21.0671478955769,105.76160752637605,sunny,7,19,59,luxury_car,4.8,3,270000.0,375000.0
R002959,7.0,36.0,2025-02-10 02:29:57.337967,2,0,2,20.99777184323721,105.84759528533063,20.989387928272134,105.75436288960285,sunny,5,16,42,4_seater_car,4.2,2,140000.0,149000.0
R002960,5.6,29.0,2025-02-28 16:44:15.337967,16,4,2,21.055729655874632,105.79659955446311,21.032956556587813,105.80156964886366,heavy_rain,2,13,53,motorbike,4.1,16,56000.0,101000.0
R002961,5.1,24.0,2025-02-10 06:52:45.337967,6,0,2,20.995059639156995,105.82209595947248,20.98947153851621,105.77495921420115,sunny,5,14,67,motorbike,5.0,36,51000.0,62000.0
R002962,8.9,39.0,2025-03-07 20:34:20.337967,20,4,3,21.0355959006648,105.79478479312587,21.031657287859336,105.80045901654255,rainy,2,18,40,motorbike,4.8,20,89000.0,109000.0
R002963,7.9,39.0,2025-02-22 23:38:14.337967,23,5,2,21.035226789713132,105.77929302105362,21.021005523572526,105.82426845248847,rainy,4,18,67,motorbike,4.2,29,79000.0,106000.0
R002964,2.8,15.0,2025-03-08 02:41:04.337967,2,5,3,21.06677042605803,105.75290586888518,21.019403163326228,105.78803296121221,rainy,1,13,48,motorbike,4.7,8,28000.0,39000.0
R002965,7.0,29.0,2025-02-16 07:48:54.337967,7,6,2,21.033552879309234,105.75013639540309,21.009895809815102,105.81192455967809,rainy,6,24,60,motorbike,3.9,4,70000.0,110000.0
R002966,8.0,48.0,2025-02-13 19:32:31.337967,19,3,2,21.002999631001952,105.75555907618167,21.003334847197856,105.83438828094638,sunny,7,24,33,4_seater_car,3.9,6,160000.0,200000.0
R002967,5.2,24.0,2025-02-18 07:15:55.337967,7,1,2,21.007146567860783,105.79618433306881,20.991637909468103,105.82312626444849,rainy,8,11,68,4_seater_car,4.5,4,104000.0,228000.0
R002968,6.0,28.0,2025-03-09 17:11:48.337967,17,6,3,21.022728559459193,105.76875243174824,21.076740207192024,105.83387743755527,sunny,8,21,84,4_seater_car,4.3,48,120000.0,176000.0
R002969,3.8,22.0,2025-02-14 08:07:26.337967,8,4,2,21.017275964481243,105.76222240507684,21.041772487055198,105.82812014925244,rainy,7,21,38,motorbike,4.5,52,38000.0,51000.0
R002970,2.5,12.0,2025-02-11 19:14:51.337967,19,1,2,21.067655090009037,105.79214788735445,21.001109223435183,105.77139322471896,sunny,5,25,49,motorbike,4.0,17,25000.0,31000.0
R002971,11.5,55.0,2025-02-27 18:02:40.337967,18,3,2,20.98179568178099,105.82892318817363,21.030633188837495,105.84250502703135,heavy_rain,6,9,69,7_seater_car,4.5,20,345000.0,970000.0
R002972,2.3,10.0,2025-03-03 02:03:40.337967,2,0,3,21.01550235468626,105.77678055434811,21.038406428651534,105.78854512262741,heavy_rain,4,16,34,motorbike,4.6,42,23000.0,33000.0
R002973,10.4,47.0,2025-02-15 08:12:17.337967,8,5,2,21.006488088483785,105.78770769782409,21.050641731455062,105.79196399588248,rainy,7,11,65,4_seater_car,4.5,7,208000.0,434000.0
R002974,4.3,19.0,2025-03-04 20:01:08.337967,20,1,3,21.027489653764345,105.8166909826517,21.028452162039766,105.84524378664783,sunny,2,19,33,4_seater_car,3.8,6,86000.0,86000.0
R002975,8.4,34.0,2025-03-03 08:09:09.337967,8,0,3,20.98699790023179,105.81747859298389,21.066233360863222,105.77707587280896,sunny,6,17,42,motorbike,3.9,45,84000.0,104000.0
R002976,4.5,18.0,2025-03-07 18:32:06.337967,18,4,3,21.021293131171085,105.78823884838832,21.071112820459415,105.78169319107504,sunny,6,14,62,motorbike,5.0,4,45000.0,70000.0
R002977,7.2,34.0,2025-03-02 21:00:19.337967,21,6,3,21.03459656784242,105.76637373171415,20.984254763124525,105.81638030684447,rainy,4,37,69,motorbike,3.5,132,72000.0,82000.0
R002978,5.6,24.0,2025-03-09 02:25:48.337967,2,6,3,21.034808681726933,105.75860721230163,21.0756800618302,105.79301729653491,rainy,5,14,62,motorbike,4.9,31,56000.0,79000.0
R002979,3.2,16.0,2025-02-21 08:27:31.337967,8,4,2,21.02798586542384,105.79729330343555,21.03104284432263,105.79824195573931,rainy,6,15,58,motorbike,4.3,43,32000.0,54000.0
R002980,4.8,23.0,2025-03-05 23:51:41.337967,23,2,3,21.063611964807993,105.79695591365989,21.035613926580638,105.78073326491094,rainy,4,25,37,4_seater_car,4.4,6,96000.0,115000.0
R002981,4.2,17.0,2025-02-11 09:45:02.337967,9,1,2,21.044392205816152,105.76400191963141,20.989560998894575,105.8089428786132,sunny,7,17,53,4_seater_car,4.0,38,84000.0,111000.0
R002982,6.2,35.0,2025-02-19 05:58:12.337967,5,2,2,21.005757307348997,105.82911951862921,21.072896972134743,105.79262772109347,heavy_rain,2,19,46,motorbike,3.5,8,62000.0,97000.0
R002983,4.8,22.0,2025-02-18 14:29:38.337967,14,1,2,20.98543841361,105.76854574554787,20.984986503941318,105.80151659865781,sunny,4,22,58,7_seater_car,4.6,11,144000.0,153000.0
R002984,5.2,26.0,2025-02-10 02:47:22.337967,2,0,2,21.038118765711882,105.75230815662708,21.009853959918114,105.84217744313213,sunny,4,26,50,7_seater_car,4.2,20,156000.0,156000.0
R002985,2.7,15.0,2025-03-06 16:07:18.337967,16,3,3,20.98514702367699,105.79837895185902,21.047091579966068,105.77919601899421,rainy,5,22,42,motorbike,4.6,63,27000.0,29000.0
R002986,2.4,11.0,2025-03-01 07:49:08.337967,7,5,3,21.069892360642992,105.76469638209944,21.049310369416947,105.79155188653586,heavy_rain,5,12,63,4_seater_car,4.8,15,48000.0,119000.0
R002987,4.6,22.0,2025-02-22 19:01:57.337967,19,5,2,21.005378582470637,105.79482670986695,21.03470287097674,105.77346170598881,sunny,5,15,49,motorbike,5.0,18,46000.0,65000.0
R002988,4.9,27.0,2025-02-16 04:33:22.337967,4,6,2,21.07166403846867,105.76065141829282,21.036016701224717,105.79812266489562,sunny,4,23,39,4_seater_car,4.7,46,98000.0,93000.0
R002989,2.6,12.0,2025-03-04 15:14:47.337967,15,1,3,20.98493800438213,105.80203514031366,21.072396692795003,105.75982552246066,rainy,3,17,50,motorbike,4.8,5,26000.0,34000.0
R002990,6.0,32.0,2025-03-04 00:30:22.337967,0,1,3,20.98100632214994,105.77244676747904,21.022240365335055,105.7955389500951,heavy_rain,4,23,38,4_seater_car,4.4,13,120000.0,180000.0
R002991,6.1,29.0,2025-02-10 17:06:58.337967,17,0,2,21.04279622645172,105.75766760213212,20.981874423374027,105.76932553648766,heavy_rain,6,21,42,4_seater_car,3.3,42,122000.0,217000.0
R002992,4.8,23.0,2025-02-12 07:20:37.337967,7,2,2,21.05879603614657,105.78190633218898,21.05169001387355,105.79000429692273,sunny,7,13,70,motorbike,5.0,35,48000.0,76000.0
R002993,4.5,22.0,2025-02-16 11:46:13.337967,11,6,2,21.04692431786915,105.75102414985773,20.984867870868165,105.82304164744095,rainy,5,21,31,4_seater_car,4.2,1,90000.0,108000.0
R002994,2.4,11.0,2025-02-19 19:09:36.337967,19,2,2,21.073581583479616,105.76307002950321,21.016502977266285,105.82937476872338,rainy,6,16,76,motorbike,3.4,1,24000.0,46000.0
